product_title,rating,domain,review_text
Unisex PLD2088/S Sunglasses,4.1,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
"Casio FT500WC Series | Men's Analog Watch | 100 Meter Water Resistance | LED Light | Date Display | Leather/Cloth Band | Regular Time Keeping (HR, Min, SEC, PM, Date, Day) | 3 Year Battery",4.5,Clothing,Good value for money.
"17 Inch Kids Lightweight Carry-On Luggage Trolley Bag, Hard Shell Travel Suitcase with 4 Spinner Wheels, Cute Cate",3.9,Clothing,Excellent! Highly recommended.
Women's Blue Dial Stainless,4.6,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Segment Rilar mens Oxford,4.4,Clothing,Excellent! Highly recommended.
mens Jpstgordon Jjcloud Sweat Shorts Bex Sn Dress Shorts,5.0,Clothing,"Great product, totally worth it."
Men's Classic Jersey Sweatpants,4.3,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Digital Hanging Luggage Scale Portable Handheld Baggage Scale For Travel Suitcase Scale For Traveling With Lcd Display 50Kg/110Lb,3.9,Clothing,"Average quality, expected more."
"Hugo #DARE Men Watch, Analog",4.2,Clothing,"Average quality, expected more."
"3 Pairs Mid-Calf Crew Socks for Men and Women – Soft, Comfortable Athletic Socks for Everyday, Sports, and Casual Use",3.0,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
'H&Beautimer Punk Men Box chain Bracelet 925 Sterling Silver 4.5mm-6.5 ''7 ''7.5'' 7.5'' 8'' 8.5'' 9'' Solid Cuff Chain Bangle Link For Boys Fashion Jewelry Gift',4.8,Clothing,"Decent overall, but certain aspects like build quality can be improved."
Crocband Clog Slingback Child U-Kd Sandal unisex-child Clogs,4.8,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Men's Regular T-Shirt,3.6,Clothing,Impressed with the performance and attention to detail. Would purchase again.
"Men's Watch - MTP-V001D-7BUDF White Dial, Silver Band",4.5,Clothing,"Decent overall, but certain aspects like build quality can be improved."
Men's Arezzo Geldbeutel,4.3,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
"Sports Socks for Men, Sole Terry/Towel Cushioning Ankle Length Socks, High Performance Athletic Wear For Running, Cycling, Workout And Outdoor Sports, Combo Pack of 4 Pair Socks",3.5,Clothing,"Great product, totally worth it."
Leather Wallet for Men,3.6,Clothing,Good features and comfortable to use. Not perfect but works well for daily needs.
Bobs B Flex mens Sneaker,4.6,Clothing,Good features and comfortable to use. Not perfect but works well for daily needs.
"Para John Backpack,19’’ Rucksack – 23L Travel Laptop Backpack/Rucksack – Hiking Travel Camping Backpack - Business Travel Laptop Backpack - College School Computer Rucksack Bag for Men/Women Black",3.0,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Men's Outdoor Sports Running Shoes,3.7,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Top Grain Leather Wallet for Men | Loop Closure | Ultra Strong Stitching I Zip Compartments with11Card Slots | 1 ID Window (Green Hunter),3.9,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"Boss PRINCIPLE LE Men Watch, Analog",3.0,Clothing,"Average quality, expected more."
Vs Pace Mens Shoes,4.3,Clothing,"Great product, totally worth it."
King Will Basic Men's Tungsten Carbide Ring 6mm/7mm/8mm Polished Beveled Edge Matte Brushed Finish Center Wedding Band,4.7,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
"Thermal Underwear Set Base Layer Long Sleeve Top Ultra Soft Long Johns,Lined Thermals Leggings for Winter Workout Unisex",4.0,Clothing,Good features and comfortable to use. Not perfect but works well for daily needs.
"Unisex-Adults Braided Canvas Elastic Fabric Belt with Multicolored Herringbone Pattern, 11 Colors & 7 Sizes, Brown, 1.3 inches Wide, Elastic Band, Lightweight, Hiking, Golf, Adults, Unisex",4.5,Clothing,Good features and comfortable to use. Not perfect but works well for daily needs.
"Mens Necklace Lion Pendant Necklace, Bigger in Size, Silver Plated Stainless Steel, 3PCS Shiny CZ Diamonds, Comes with Rope Chain 24”and in a Gift Box",4.3,Clothing,Good value for money.
"Global Ta Luggage Lock, 7 centimeters",4.4,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Men's PARKER FF Sports Shoe,3.3,Clothing,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
Men's Grant Automatic Stainless Steel Mechanical Watch,4.5,Clothing,"Great product, totally worth it."
Badminton Shoes mens Badminton,3.8,Clothing,"Great product, totally worth it."
Softside Replacement Luggage Suitcase Spinner Wheels,4.0,Clothing,Good features and comfortable to use. Not perfect but works well for daily needs.
Edgbaston Cricket Ball Soft Leather RFID Bifold Wallet with Coin Pocket,4.6,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
Round Sunglasses RJ9070S for Kids,3.6,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
Men Tea T-Shirt (pack of 1),4.6,Clothing,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
Soft Rubber Watch Strap Compatible with Suunto X-lander Military Replacement Strap,4.8,Clothing,"Average quality, expected more."
Bella Collection,4.6,Clothing,"Great product, totally worth it."
"Multi-Function Digital Sport Watch – Waterproof Military-Style with Analog Display, LED Backlight, Alarm, and Stopwatch Features",1.9,Clothing,Good value for money.
Watches Mens Brand Luxury Stainless Steel Quartz Watch Men Casual Waterproof Clock Men Sport Wristwatch (Silver white),4.1,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
"Men's Chronograph Japanese Quartz Watch with Stainless Steel Strap AN3682-54E, Gold",4.0,Clothing,"Not satisfied, could be better."
"Travel Passport Holder & Family Wallet Organizer | Vertical Pouch for Cards, Boarding Pass & Travel Documents with Removable Hand Strap – Grey (1 Pack)",4.2,Clothing,Excellent! Highly recommended.
Laptop Shoulder Bag with 2 Raised&1 Flapover&1 Horizontal Pocket&Handle&Belt,4.6,Clothing,"Not satisfied, could be better."
Hugo Boss METAL LINKS ESSENTIALS MENS LINK BRACELET - 1580195,3.7,Clothing,Impressed with the performance and attention to detail. Would purchase again.
unisex Classic Foundation Backpack BACKPACK,4.6,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
Men's Brown Formal Shoes,3.6,Clothing,"Decent overall, but certain aspects like build quality can be improved."
Chuck 70 Ox Black/Black/Egret unisex-adult LACED SHOES,4.5,Clothing,"Average quality, expected more."
"GRANT FS5151 Wristwatch, Dial Color - Blue, watch",4.0,Clothing,"Not satisfied, could be better."
"Carbon Fiber Wallets for Men, RFID Money Clip Wallet for Men, Minimalist Aluminum Metal Wallet, Mens Wallet Carbon Fiber Card Holder",4.1,Clothing,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
Meg Womens Slip on Sneakers | Scrunch Back Slide Cushioned Insole & Rubber Outsole womens Meg Womens Slip On Sneakers | Scrunch Back Slide Cushioned Insole & Rubber Outsole,3.8,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"Nubuck & Suede Shoe Boot Cleaner with Brush Applicator Cap, Shampoo For, 75 ml - 2.53 fl. oz.",3.6,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"Anime One Piece Backpack Luffy Cosplay Bookbag Daypack Laptop School Bag, unisex",3.8,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
Outray Night Vision Polarized Aviator Sunglasses for Driving,4.0,Clothing,Excellent! Highly recommended.
"Small Crossbody Bag For Women,Vegan Leather Crossbody Shoulder Bag Wide Adjustable Strap Magnet Flap Handbag Purses, A-brown",4.7,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"Aura Watch with Arabic Numerals, Matte Black, Unisex, Trending, Wristwatch, Minimalist Analog Watch, Stylish, Fashion, Classy",1.0,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Women's 2904-1 Walking Shoe,3.2,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
"Sport Men's Heavy Duty Cotton Crew Athletic Socks, Pack of 3",4.2,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Men's BARBADOS FF Slides,4.2,Clothing,"Decent overall, but certain aspects like build quality can be improved."
Men Watch Dual-Display Electronic Watch with Luminous 50m Waterproof Watch Fashion multifunctional Sports Watch for Men- 1816,3.9,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
"Bracelets Gifts for Men, Men Morse Code Bracelets Mens Braided Leather Bracelets, Motivational Jewelry, Knot Bracelet for Son Grandson Husband Boyfriend Nephew",3.0,Clothing,"Decent overall, but certain aspects like build quality can be improved."
Women's Regular Fit Top (SNATSF402223),5.0,Clothing,Good value for money.
"Viking Nautical Compass Necklace for Men, Stainless Steel Vintage Sailor Compass Silver Men Pirate Pendant Jewelry Gift with 24 Inch Chain for Boy Friend Birthday Graduation Gift",5.0,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"Toiletry Bag Travel Bag with Hanging Hook, Water-resistant Makeup Cosmetic Bag Travel Organizer for Accessories, Shampoo, Full Sized Container, Toiletries",4.8,Clothing,Good value for money.
"Alpha Bravo Academy Brief - Compact Laptop Briefcase - Travel Laptop Bag - 11.8"" X 15.5"" X 2.0"" - For 15"" Laptop",4.6,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
Womens Leather Satchel Bags 12.2 * 5.9 * 9.8in Medium Shoulder Bag Top Handle Handbags Ladies Designer Purses (Red),1.0,Clothing,"Great product, totally worth it."
Women's Halter Neck Sleeveless Polyknitted Solid Straight Leg Regular Length Jumpsuit (MOAW19D08-58-206-05),4.2,Clothing,"Not the best product I've used, but it definitely serves the purpose. The durability is fine, and the overall experience meets expectations for the price point."
Premium Necklace Men [Trust] | Stainless 316L Surgical Steel | Waterproof | Solid Chain | Secure Clasp | Three Colors | Jewelry Box Included,4.6,Clothing,Impressed with the performance and attention to detail. Would purchase again.
"Hollow out design Mens S925 Sterling Silver Ring with Natural Oval Agate Stone,Adjustable Handmade Mens Turkish Ring Jewelry",4.1,Clothing,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
Men's Daily Cap,4.4,Clothing,"Average quality, expected more."
Deportivo II Flexible Ground Boots-HP2510 Mens Shoes,4.1,Clothing,"Decent overall, but certain aspects like build quality can be improved."
Pure Wimbledon Tennis Backpack (White/Grey),4.6,Clothing,Impressed with the performance and attention to detail. Would purchase again.
mens Reverse Weave Pullover Hoodie Reverse Weave Script Pullover Hoodie,4.6,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"Sport Men's Quartz Metal and Rubber Casual Watch, Color:White US9556",4.4,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
Casual Watch Analog Display Quartz for Men,4.5,Clothing,"Average quality, expected more."
Women's Casual Trifold Wallet,3.9,Clothing,Excellent! Highly recommended.
Men's Dress Shirt Regular Fit Pinpoint Stripe Dress Shirt,4.4,Clothing,"Great product, totally worth it."
"Genuine Leather 14mm 16mm 18mm 19mm 20mm 22mm and 24mm Watch Bands, Quick Release Watch Band for Men and Women, Fits Samsung Galaxy Watch 5/4/3,Huawei /fire-boltt /Amazfit /Noise /Oneplus Smart Watch",4.3,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
Shoes Wonder 13 Grey Firozi Men's Mesh Sports Shoes- 10 Uk/Indian,3.9,Clothing,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
Mens TH 2040/S Sunglasses (pack of 1),5.0,Clothing,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
"Compact Leather Key Case Wallet Keychain Key Holder Ring with 6 Hanging Buckle Hooks Snap Closure, Black",2.0,Clothing,Good features and comfortable to use. Not perfect but works well for daily needs.
"SHOWAY Silicone Travel Bottles - Refillable Toiletry Containers, 4-Pcs Set with TSA Approved EVA Bag, Leak Proof Squeezable and Portable Travel Bottles Set for Traveling, 3oz/ 90ml",4.4,Clothing,"Average quality, expected more."
"Genuine Leather Wallet for Men - Head Layer Cowhide Retro Casual Business Wallet, Anti-Theft Swipe Small Passport Cover Bag (Yellowish Brown)",3.0,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
Work Tote Bags for Women Suede Leather Top Handle Satchel Crossbody Bag shoulder Purse with Adjustable Strap,4.4,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"Elastic No Tie Shoelaces, One Size Fits All, for Kids and Adults, Elastic No Tie Shoe Laces",4.6,Clothing,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
Women's Georgette Saree with Blouse Piece,4.0,Clothing,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
Michael Michael Kors Jet Set Charm Small North/South Chain Phone Crossbody,3.0,Clothing,"Great product, totally worth it."
Crocband Flip unisex-adult^unisex-adult Flip-Flop,4.5,Clothing,Good features and comfortable to use. Not perfect but works well for daily needs.
– 2 in 1 Backpack and Bag – waterproof backpack – foldable backpack lightweight – clever design for more flexibility – foldable backpack – rucksack and shoulder bag,4.4,Clothing,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
"Amazon Basics USB 2.0 Cable - A-Male to Mini-B - 6 Feet (1.8 Meters),Black",2.0,Electronics,Purchased the new device XR on 21 July.Not sure battery is not at all good. Disappointed with amazo and apple both.please help me out with the exchange or refund .
"Duracell Rechargeable AA 2500mAh Batteries, 4 Pcs",5.0,Electronics,Battery is draining like anything please help. Is it a genuine product. Amazon please help as i heard the batter suppoy is good but in this product batter is worst.
"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey,Oxford Fabric)",3.0,Electronics,"Display quality is not as per standered  as apple , when i use this fone  , i could have feel stress in my eyes  ."
URBN 10000 mAh Lithium_ion Premium Black Edition Nano Power Bank | 20W Fast Charging | Smallest Power Bank | Type C PD (In...,5.0,Electronics,"Best device till date, longest battery life, amazing camera quality, and product red is absolutely gorgeous.  love love love !!"
"HP 15s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 1...",5.0,Electronics,Smooth experience
TheGiftKart Rugged Shockproof Carbon Fibre Slim Armour Back Cover Case for OnePlus 6T / 7 (Black),5.0,Electronics,Fingerprint not available
"boAt Stone 1208 Bluetooth Speaker with Upto 9 Hours Playback, RGB LEDs, True Wireless Feature, Carry Strap, IPX7 and Ergon...",1.0,Electronics,The new phone I ordered and just doesn’t start ... Dissapointed and how
boAt Bassheads 105 Wired in Ear Earphones with Mic (Blue),3.0,Electronics,Not charging fast as intended and battery discharges too quick. Needs replacement. Quick guide please. Phone stuck in between use of apps. Contact @8249530210/7873655744
"boAt AUX 500 Indestructible 3.5mm Male to Male Metallic Aux Audio Cable with Gold Plated Connectors for Smartphone, 1.5 Me...",5.0,Electronics,Apple announced one year free subscription of Apple TV plus when an apple product is purchased. How can I get this ?
"JL LCD Writing Tablet for Kids (8.5 Inch) Pad, Tab, Drawing Tablet Gift Toys Board Digital E Note Magic Slate Drawing Tabl...",1.0,Electronics,I received a defective device. The quality standards were not maintained & its a shame that it has happened to an device.
Amozo Tough Rugged Shockproof Cover Case Compatible with AirPods Pro 2 / AirPods Pro GEN-2 (2022) - (Polycarbonate | Black),5.0,Electronics,Great product no flaws
Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),1.0,Electronics,Duplicate charger have been imposed upon me.
"DIGITEK® (DTR-200MT) (18 CM) Portable & Flexible Mini Tripod with Mobile Holder & 360 Degree Ball Head, For Smart Phones, ...",1.0,Electronics,I am very disappointed with Amazon within 3 months of buying an device the phone got dead and is not switching on. I wouldn't recommend anyone to buy an device from amazon.
"XERGY USB 5V 5050 RGB LED Flexible Strip Light Multi-Color Changing Lighting Kit , TV Background Lighting with Mini Contro...",5.0,Electronics,"I bought it for Rs 38000, device XR for this price is a steal deal,"
TELESIN Battery Charger 3-Channel USB Battery Quick Charger with Type-C Cord for GoPro Hero 10/9 Black (Only Charger - Black),4.0,Electronics,Didn’t got the phone bill
"boAt Wave Electra with 1.81"" HD Display, Smart Calling with Ultra-Seamless BT Calling Chip,20 Built-in Watch Faces,100 + S...",5.0,Electronics,There is nothing to dislike because i got the same thing that company made ...
"Redmi Pad | MediaTek Helio G99 | 26.95cm (10.61 inch) 2K Resolution & 90Hz Refresh Rate Display | 6GB RAM & 128GB Storage,...",5.0,Electronics,Best device to be bought in 2020.
VW 60 cm (24 inches) HD Ready Smart LED TV VW24S (Black) (2021 Model),5.0,Electronics,Very good product
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",4.0,Electronics,I like the phone very much. A great product from Apple.  Very happy that i bought this product in a discount. Worth every penny. The  photo quality is amazing.  The re-charging time is so less.
ALCRAFT Real Leather Green Stone Brown Embossed Handmade Diary with Metal Lock -Size of (H) 6*(L) 4.5 Brown,5.0,Electronics,"Great product, totally worth it."
Yorten Universal Clip Cell Phone Holder Multi-Joint Flexible Adjustment for Car Rear View Mirror Back Seat Video Stand Kit...,4.0,Electronics,You cant finf a little bit of lag.
"Nokia 5310 Dual SIM Keypad Phone with MP3 Player, Wireless FM Radio and Rear Camera with Flash | White/Red",5.0,Electronics,The product I received is value for money. Battery life is pretty much cool. Loved the system performance. Worth buying.
"techlife solutions Car Windshield Suction Cup Mount with 1/4"" Tripod Mount Adapter Screw for GoPro Hero, SJCAM, Yi & Other...",5.0,Electronics,Nice experience
Redmi Note 12 5G Mystique Blue 6GB RAM 128GB ROM | 1st Phone with 120Hz Super AMOLED and Snapdragon® 4 Gen 1 | 48MP AI Tri...,1.0,Electronics,This item is faulty. Make a sure first .
"HP Deskjet 2723 AIO Printer, Copy, Scan, WiFi, Bluetooth, USB, Simple Setup Smart App, Ideal for Home.",3.0,Electronics,I Purchase i phone but don't got any discount.
"Western Digital WD Green SATA 480GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS480G3...",5.0,Electronics,Top class camera quality and whole day battery life and lightening face recognition are the best features of device XR
PagKis Straight and Curved Stainless Steel Tweezers (Black) - Set of 2,5.0,Electronics,The best phone ever used
CraftDev Kids Stamp Set Motivation Sticker School Scrapbooking Stamp DIY Teachers Self Inking Praise Reward Stamps(No Ink ...,5.0,Electronics,Excellent
TVS Electronics Champ Wired Keyboard (Black),4.0,Electronics,Wonderful phone.
Artis AR-MINIDC-3 Mini UPS for WiFi Router/Modem/Set top Box Devices. 8800mAh Battery. Supports 9V/12V-1A/1.5A/2A Routers....,4.0,Electronics,No comments simply superb without doubt
TheGiftKart Ultra-Hybrid Crystal Clear Back Cover Case for iPhone 11 | Anti-Slip Grip Built-in | Bold Camera Protection Bu...,5.0,Electronics,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",1.0,Electronics,"Don't buy Apple products from Amazon. I got a defective product which is not activating. During first charging the device started heating like anything. Since there was a 10 days replacement policy, so I asked Amazon to replace it as the product is defective. But very poor customer service from Amazon. They didn't change the device rather told me to visit service centre. Now I am with a defective product which is not operating."
"Xiaomi Wired in-Ear Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber (Black)",4.0,Electronics,Best budget phone from Apple with better image stabilisation similar to device XS. Battery life is extremely competitive with one plus battery's lifetime.
OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),5.0,Electronics,"Great phone with good fingerprint reader, camera quality and long lasting battery life !"
Callmate 20000 mAh Lithium Polymer Digital Display Power Bank with in-Built 4 in 1 Cable USB Input Port DX15 with 18 Watt ...,5.0,Electronics,Value of money
Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,5.0,Electronics,Excellent phone....wow....
Amazon Basics L6LUC022-CS-R USB USB Type C to USB 3.1 Gen1 Female Adapter - White,5.0,Electronics,Nice look
Lenovo Original USB Charger for Laptop G 50-45 Series 20V 3.25 A 65W - Black,1.0,Electronics,Looking very bad compare to other I phones
"mobistyle Hybrid PC+TPU Soft Grip, Enhanced Metal Camera Guard Back Cover Case Compatible for iPhone 13 (Pink)",5.0,Electronics,Nice experience
"Ambrane 20000 mAh Lithium Polymer Stylo-20k Power Bank with 20 Watt Fast Charging, 2 USB,Type C Port,Green",5.0,Electronics,"Overall worth paying, value for money, durable, efficient, advance product"
"HP 15s, AMD Athlon Silver 3050U 8GB RAM/512GB SSD 15.6-inches/39.6 cm HD, Micro-Edge Display/Windows 11/AMD Radeon Graphic...",5.0,Electronics,Satisfied quality 😎
OpenTech® Tempered Glass Screen Protector Compatible for Oneplus Nord 2T 5G with Edge to Edge Coverage and Easy Installati...,5.0,Electronics,Excellent mobile. Worth every single rupee. A must buy for gadget lovers.
TheGiftKart Ultra-Hybrid Back Case Cover for Samsung Galaxy S20 FE / S20 FE 5G | Crystal Clear Hard Back | Shockproof Desi...,5.0,Electronics,This set is cost effective. Valuable more than it’s cost.
TheGiftKart Ultra-Hybrid Crystal Clear Back Cover Case for iPhone 14 Pro MAX | Slim Fit Shockproof Design | Camera Protect...,5.0,Electronics,Camera quality
"ZEBRONICS Zeb-Companion 500 2.4GHz Wireless Keyboard and Mouse Set, USB Nano Receiver, Chiclet Keys, Ultra Silent, Power O...",5.0,Electronics,Perfect phone at a great price.
Cello Signature Creme Ivory Ball Pen | Blue Ball Pen | Pack of 1 | Best Ball Pen for Smooth Writing | Gifting Pens | Premi...,4.0,Electronics,Amazing product
"TAGG Verve Sense Smartwatch with 1.70'' Large Display, Real SPO2, and Real-Time Heart Rate Tracking, 7 Days Battery Backu...",5.0,Electronics,Nice recommended to everyone Sir also must buy for Business users
"ORAM Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Porta...",5.0,Electronics,"Average quality, expected more."
"TP-Link | AC1200 WiFi Range Extender | Up to 1200Mbps Speed | Dual Band Wireless Extender, Repeater, Signal Booster, Acces...",4.0,Electronics,Awesome phone
"Noise Buds VS104 in-Ear Truly Wireless Earbuds with 30H of Playtime, Instacharge(10 min=150 min), 13mm Driver, Mic, Hyper ...",5.0,Electronics,"After Apple reduced its price, device XR did become affordable when considering its features. What I received was how it was described on Amazon."
"Oppo A55 (Rainbow Blue, 4GB RAM, 128GB Storage) | 5000mAh Battery | 50MP AI Camera | 18W Fast Charging | with No Cost EMI/...",5.0,Electronics,"Nice product, No fingerprint reader for this mobile,"
"TP-Link Archer C64 AC1200 Dual-Band Gigabit Wi-Fi Router, Wireless Speed up to 1200 Mbps, 4×LAN Ports, 1.2 GHz CPU, Advanc...",5.0,Electronics,Good features and comfortable to use. Not perfect but works well for daily needs.
Redgear Cloak Wired RGB Wired Over Ear Gaming Headphones with Mic for PC,2.0,Electronics,"It is very sad to say that Amazone allow to seller to sell the Damage device to their site,.I purchase device XR but after receiving it is found that speaker was not good,vibration problem and camera quality was bad.I contacted to Amazone customer care but they refuse to do the same.”, Amazone customer told  that everything ll be look by device care.I went there and they told me to submit the phone.They r not Exchanging  the same.Its been feel like I m using 2nd hand phone.Really very disappointed."
"SUKHAD Audio Interface AMP iRig from for iPod Touch, iPhone, and iPad, 7 X 2 X 2 cm, Black and White",5.0,Electronics,The phone is awesome i am quite happy with Amazon.
"Fire-Boltt Ninja Call Pro Smart Watch Dual Chip Bluetooth Calling, AI Voice Assistance with HD Display, 100 Sports Modes, ...",4.0,Electronics,Well I’m writing this review after 3months of usage.
"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces, 3 years...",5.0,Electronics,"After transition from Android to iOS, I felt Android is more user friendly compared to iOS."
USM ID116 Smart Watch Smart Bracelet Fitness Tracker Color Screen Smartwatch Heart Rate Blood Pressure Pedometer Sleep Mon...,5.0,Electronics,Good experience with device XR
"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men ...",2.0,Electronics,Battery life pathetic....
"CrossBeats Newly launched Opera True Wireless in-Ear Earbuds with AI ENC Noise-Cancelling, mics, 60 hr Playtime, 13 mm Dri...",5.0,Electronics,i phone never make you down
"Parker Ultra Fine Navigator Roller Ball Refill, Black (9000012123)",5.0,Electronics,Super in all respects
Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black),4.0,Electronics,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
20W 20 WATT 7MM HOT MELT Glue Gun with ON Off Switch and LED Indicator (Free 10 Transparent Glue Sticks),5.0,Electronics,"It’s worst mobile, this is not value of money, iOS is not friendly user,worst battery life, oneplus is better than device"
V-Guard Sesto 600 UPS for Power Backup & Protection | Capacity 600VA/300W | Working Range 140-300 VAC (Black),5.0,Electronics,Super battery life and camera quality
"AmazonBasics Extended Gaming Mouse Pad,Black",5.0,Electronics,Battery life is good
"SeTrack GPS Tracker Device with Android and iOS Mobile App with Engine Lock and Anti Theft Alarm for Car, Bike, Truck and Bus",3.0,Electronics,Screen touche is not so good
IFITech IFIADPTCAM 1080p USB Charger Type Hidden Camera | Home security spy camera | Support Maximum 256 Gb Memory Cards |...,5.0,Electronics,Good product
"boAt Xtend Talk with Advanced Dedicated Bluetooth Calling Chip, Built-in Alexa, 1.69"" HD Display, Premium Design, 60+ Spor...",5.0,Electronics,Apple is one of the addictions which never go once you use I use 7 and now xr to my sister absolutely beautifully crafted device and excellent camera phone.👍
"Spigen TPU Liquid Air Case Cover Designed for Samsung Galaxy Watch 5 / 4 - 44mm, 2022 / 2021 - (Matte Black) (Watch not In...",5.0,Electronics,Excellent! Highly recommended.
"Blaupunkt SBA10 10W Bluetooth Soundbar Speaker for TV with Bluetooth, AUX, USB, TWS Mini Soundbar for TV/PC/Projectors/Tab...",4.0,Electronics,Everything is good
"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & ...",4.0,Electronics,Reason for 4 star as the earphone given as part of this purchase are not up to the mark and when I take call using earphone people complaint about sound is not proper and sound come good when I remove the earphone while talking on phone.
Brustro Kneadable Art Eraser (Pack of 6),5.0,Electronics,At times I lose the screen light and can’t see anything
"Seagull Flight Of Fashion Double Layer Electronic Gadget Organizer Case , Cable Organizer Bag for Accessories with Mobile ...",5.0,Electronics,Really out Standing and camera quality amazing
Apple 30W USB-C Power Adapter,1.0,Electronics,Worst phone i have ever used. Very bad hardware quality
